portfolio,fund_name,scheme_code,folio,platform,txn_type,txn_date,units,nav,notes
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,26-11-21,1.525,65.56,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,26-11-21,1.452,68.85,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,30-11-21,1.973,50.69,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,30-11-21,1.304,76.68,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,30-11-21,1.517,65.9,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,30-11-21,1.46,68.51,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,01-12-21,1.962,50.96,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,01-12-21,1.298,77.07,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,01-12-21,1.51,66.22,
,Franklin Build India Fund - Direct - Growth,,,,BUY,01-12-21,14.003,71.4099,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,01-12-21,1.447,69.09,
,Nippon India Banking & Financial Services Fund- DIRECT Plan - IDCW Option,,,,BUY,01-12-21,13.918,71.8449,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,02-12-21,1.939,51.57,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,02-12-21,1.283,77.95,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,02-12-21,1.498,66.77,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,02-12-21,1.433,69.76,
,Sbi Large Cap Fund-Direct Plan -Growth,,,,BUY,02-12-21,15.206,65.7598,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,03-12-21,1.957,51.09,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,03-12-21,1.29,77.52,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,03-12-21,1.494,66.93,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,03-12-21,1.446,69.14,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,06-12-21,1.995,50.12,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,06-12-21,1.311,76.27,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,06-12-21,1.517,65.91,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,06-12-21,1.469,68.09,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,07-12-21,1.967,50.85,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,07-12-21,1.294,77.28,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,07-12-21,1.5,66.68,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,07-12-21,1.446,69.15,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,08-12-21,1.931,51.78,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,08-12-21,1.276,78.35,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,08-12-21,1.488,67.22,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,08-12-21,1.421,70.35,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,09-12-21,1.929,51.84,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,09-12-21,1.274,78.49,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,09-12-21,1.48,67.55,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,09-12-21,1.418,70.51,
,Sbi Large Cap Fund-Direct Plan -Growth,,,,BUY,09-12-21,15.062,66.387,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,10-12-21,1.929,51.84,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,10-12-21,1.27,78.77,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,10-12-21,1.475,67.78,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,10-12-21,1.42,70.44,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,13-12-21,1.947,51.37,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,13-12-21,1.271,78.7,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,13-12-21,1.477,67.71,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,13-12-21,1.424,70.22,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,14-12-21,1.951,51.26,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,14-12-21,1.275,78.44,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,14-12-21,1.472,67.93,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,14-12-21,1.426,70.12,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,15-12-21,1.968,50.82,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,15-12-21,1.282,77.98,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,15-12-21,1.479,67.62,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,15-12-21,1.432,69.83,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,16-12-21,1.96,51.03,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,16-12-21,1.285,77.83,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,16-12-21,1.48,67.55,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,16-12-21,1.436,69.64,
,Sbi Large Cap Fund-Direct Plan -Growth,,,,BUY,16-12-21,15.268,65.4924,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,17-12-21,1.984,50.41,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,17-12-21,1.304,76.68,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,17-12-21,1.501,66.62,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,17-12-21,1.458,68.6,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,20-12-21,2.026,49.36,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,20-12-21,1.349,74.11,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,20-12-21,1.554,64.34,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,20-12-21,1.488,67.2,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,21-12-21,2.012,49.71,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,21-12-21,1.334,74.97,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,21-12-21,55.255,65.15,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,21-12-21,1.474,67.82,
,Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Growth Option,,,,BUY,21-12-21,14.17,352.8393,
,Tata Digital India Fund-Direct Plan-Growth,,,,BUY,21-12-21,269.479,42.6728,
,Axis Small Cap Fund - Direct Plan - Growth,,,,SELL,21-12-21,47.17810062,65.15,
,Nippon India Banking & Financial Services Fund- DIRECT Plan - IDCW Option,,,,SELL,21-12-21,31.08176992,68.9158,
,Tata Digital India Fund-Direct Plan-Growth,,,,SELL,21-12-21,268.4877815,42.6728,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,22-12-21,1.985,50.37,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,22-12-21,1.317,75.93,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,22-12-21,1.508,66.32,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,22-12-21,1.457,68.62,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,23-12-21,1.974,50.65,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,23-12-21,1.309,76.41,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,23-12-21,1.498,66.76,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,23-12-21,1.449,68.99,
,Sbi Large Cap Fund-Direct Plan -Growth,,,,BUY,23-12-21,15.477,64.6104,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,24-12-21,1.983,50.44,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,24-12-21,1.315,76.05,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,24-12-21,1.499,66.71,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,24-12-21,1.456,68.69,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,27-12-21,1.972,50.71,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,27-12-21,1.312,76.2,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,27-12-21,1.492,67.01,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,27-12-21,1.449,69.02,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,28-12-21,1.957,51.1,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,28-12-21,1.299,76.96,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,28-12-21,1.475,67.79,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,28-12-21,1.437,69.61,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,29-12-21,1.958,51.07,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,29-12-21,1.299,77.01,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,29-12-21,1.469,68.08,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,29-12-21,1.437,69.57,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,30-12-21,1.961,51,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,30-12-21,1.295,77.2,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,30-12-21,1.461,68.44,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,30-12-21,1.438,69.55,
,Sbi Large Cap Fund-Direct Plan -Growth,,,,BUY,30-12-21,15.354,65.1266,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,31-12-21,1.943,51.47,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,31-12-21,1.278,78.22,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,31-12-21,1.453,68.83,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,31-12-21,1.426,70.14,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,03-01-22,1.913,52.27,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,03-01-22,1.264,79.09,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,03-01-22,1.436,69.66,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,03-01-22,1.407,71.08,
,Tata Digital India Fund-Direct Plan-Growth,,,,BUY,03-01-22,263.315,45.5706,
,Tata Digital India Fund-Direct Plan-Growth,,,,SELL,03-01-22,264.786801,45.5706,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,04-01-22,1.897,52.72,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,04-01-22,1.264,79.39,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,04-01-22,1.434,69.73,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,04-01-22,1.396,71.62,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,05-01-22,1.884,53.08,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,05-01-22,1.259,79.41,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,05-01-22,1.441,69.41,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,05-01-22,1.389,71.99,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,06-01-22,1.896,52.75,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,06-01-22,1.262,79.22,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,06-01-22,1.443,69.29,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,06-01-22,1.397,71.56,
,Sbi Large Cap Fund-Direct Plan -Growth,,,,BUY,06-01-22,14.942,66.9208,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,07-01-22,1.889,52.94,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,07-01-22,1.258,79.51,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,07-01-22,1.437,69.57,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,07-01-22,1.393,71.8,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,10-01-22,1.878,53.24,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,10-01-22,1.258,79.48,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,10-01-22,1.424,70.23,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,10-01-22,1.377,72.62,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,11-01-22,1.877,53.27,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,11-01-22,1.254,79.76,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,11-01-22,1.425,70.17,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,11-01-22,1.373,72.81,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,13-01-22,1.876,53.31,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,13-01-22,1.242,80.49,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,13-01-22,1.415,70.69,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,13-01-22,1.358,73.64,
,Sbi Large Cap Fund-Direct Plan -Growth,,,,BUY,13-01-22,14.551,68.721,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,14-01-22,1.87,53.49,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,14-01-22,1.244,80.36,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,14-01-22,1.415,70.65,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,14-01-22,1.359,73.58,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,17-01-22,1.862,53.72,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,17-01-22,1.241,80.59,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,17-01-22,1.403,71.28,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,17-01-22,1.357,73.68,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,18-01-22,1.878,53.26,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,18-01-22,1.261,79.3,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,18-01-22,1.421,70.35,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,18-01-22,1.372,72.89,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,19-01-22,1.901,52.6,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,19-01-22,1.266,78.97,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,19-01-22,1.423,70.25,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,19-01-22,1.38,72.47,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,20-01-22,1.918,52.15,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,20-01-22,1.262,79.23,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,20-01-22,1.418,70.51,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,20-01-22,1.388,72.04,
,Sbi Large Cap Fund-Direct Plan -Growth,,,,BUY,20-01-22,14.928,66.9827,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,21-01-22,1.944,51.45,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,21-01-22,1.284,77.89,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,21-01-22,1.437,69.59,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,21-01-22,1.402,71.35,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,24-01-22,2.006,49.84,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,24-01-22,1.33,75.19,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,27-01-22,4.06,49.26,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,27-01-22,2.712,73.73,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,27-01-22,2.982,67.05,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,27-01-22,2.85,70.17,
,Sbi Large Cap Fund-Direct Plan -Growth,,,,BUY,27-01-22,15.55,64.3066,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,28-01-22,2.029,49.29,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,28-01-22,1.341,74.59,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,28-01-22,1.478,67.65,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,28-01-22,1.428,70.01,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,31-01-22,2,50,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,31-01-22,1.319,75.84,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,31-01-22,1.456,68.69,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,31-01-22,1.409,70.97,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,01-02-22,1.969,50.8,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,01-02-22,1.304,76.68,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,01-02-22,1.448,69.08,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,01-02-22,1.391,71.88,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,02-02-22,1.947,51.37,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,02-02-22,1.295,77.23,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,02-02-22,1.428,70.05,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,02-02-22,1.38,72.46,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,03-02-22,1.97,50.75,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,03-02-22,1.309,76.39,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,03-02-22,1.432,69.81,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,03-02-22,1.393,71.77,
,Sbi Large Cap Fund-Direct Plan -Growth,,,,BUY,03-02-22,15.117,66.148,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,04-02-22,1.974,50.66,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,04-02-22,1.309,76.39,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,04-02-22,1.434,69.72,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,04-02-22,1.397,71.6,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,07-02-22,2.01,49.75,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,07-02-22,1.325,75.48,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,07-02-22,1.447,69.13,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,07-02-22,1.417,70.55,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,08-02-22,2.008,49.81,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,08-02-22,1.334,74.94,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,08-02-22,1.466,68.22,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,08-02-22,1.414,70.73,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,09-02-22,1.986,50.34,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,09-02-22,1.318,75.88,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,09-02-22,1.467,68.15,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,09-02-22,1.399,71.48,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,10-02-22,1.97,50.77,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,10-02-22,1.317,75.94,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,10-02-22,1.464,68.32,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,10-02-22,1.388,72.06,
,Sbi Large Cap Fund-Direct Plan -Growth,,,,BUY,10-02-22,15.122,66.125,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,11-02-22,2,49.99,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,11-02-22,1.346,74.32,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,11-02-22,1.483,67.41,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,11-02-22,1.405,71.19,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,14-02-22,2.054,48.68,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,14-02-22,1.386,72.16,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,14-02-22,1.535,65.15,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,14-02-22,1.45,68.98,
,Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Growth Option,,,,BUY,14-02-22,13.384,373.5688,
,Nippon India Banking & Financial Services Fund- DIRECT Plan - IDCW Option,,,,BUY,14-02-22,70.703,70.7146,
,Sbi Banking & Financial Services Fund - Direct Plan - Growth,,,,BUY,14-02-22,194.333,25.7278,
,UTI Banking and Financial Services Fund - Direct Plan - Growth Option,,,,BUY,14-02-22,40.212,124.3352,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,15-02-22,1.997,50.08,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,15-02-22,1.352,73.97,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,15-02-22,1.507,66.34,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,15-02-22,1.414,70.73,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,16-02-22,102.199,49.9,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,16-02-22,69.252,73.64,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,16-02-22,1.502,66.56,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,16-02-22,1.416,70.63,
,Sbi Large Cap Fund-Direct Plan -Growth,,,,BUY,16-02-22,61.601,64.9303,
,Tata Digital India Fund-Direct Plan-Growth,,,,BUY,16-02-22,184.654,40.6144,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,17-02-22,2.008,49.79,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,17-02-22,1.361,73.48,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,17-02-22,1.502,66.56,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,17-02-22,1.418,70.51,
,Sbi Large Cap Fund-Direct Plan -Growth,,,,BUY,17-02-22,15.405,64.9128,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,18-02-22,2.02,49.51,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,18-02-22,1.37,73.01,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,18-02-22,1.51,66.21,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,18-02-22,1.42,70.41,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,21-02-22,2.023,49.43,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,21-02-22,1.375,72.72,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,21-02-22,1.535,65.16,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,21-02-22,1.425,70.18,
,Aditya Birla Sun Life Banking and Financial Services Fund - Direct Plan - Growth,,,,BUY,22-02-22,24.776,40.36,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,22-02-22,12.18,49.26,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,22-02-22,8.26,72.64,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,22-02-22,9.312,64.43,
,Franklin Build India Fund - Direct - Growth,,,,BUY,22-02-22,14.563,68.6626,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,22-02-22,8.597,69.79,
,Nippon India Banking & Financial Services Fund - Direct Plan Growth Plan - Growth Option,,,,BUY,22-02-22,2.661,375.8074,
,Sbi Banking & Financial Services Fund - Direct Plan - Growth,,,,BUY,22-02-22,38.753,25.8034,
,Sbi Large Cap Fund-Direct Plan -Growth,,,,BUY,22-02-22,15.644,63.918,
,Tata Digital India Fund-Direct Plan-Growth,,,,BUY,22-02-22,25.126,39.7978,
,Tata India Pharma & Healthcare Fund-Direct Plan-Growth,,,,BUY,22-02-22,55.458,18.0308,
,UTI Banking and Financial Services Fund - Direct Plan - Growth Option,,,,BUY,22-02-22,7.975,125.3868,
,UTI Nifty 50 Index Fund - Growth Option- Direct,,,,BUY,22-02-22,8.688,115.097,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,23-02-22,2.028,49.3,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,23-02-22,1.373,72.84,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,23-02-22,1.543,64.81,
,ICICI Prudential Large Cap Fund (erstwhile Bluechip Fund) - Direct Plan - Growth,,,,BUY,23-02-22,1.435,69.67,
,Axis Large Cap Fund - Direct Plan - Growth,,,,BUY,24-02-22,2.121,47.14,
,Axis Midcap Fund - Direct Plan - Growth,,,,BUY,24-02-22,1.432,69.84,
,Axis Small Cap Fund - Direct Plan - Growth,,,,BUY,24-02-22,1.604,62.34,
